Address Region,Address SD,Address SGG,Country,Customer ID,Customer Name,Customer Segment,Delivery Date,Delivery Mode,Order ID,Order Timestamp,Product Category,Product ID,Product Manufacturer,Product Name,Product Sub-Category,Returned,Row ID,Discount,Profit,Quantity,Sales
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-AR-10003056,Newell,Newell 341,필기구,Yes,19,0,2715.149824,2,9362.5856
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-AR-10003056,Newell,Newell 341,필기구,Yes,19,0,2715.149824,2,9362.5856
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-AR-10003056,Newell,Newell 341,필기구,Yes,19,0,2715.149824,2,9362.5856
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,전자제품,TEC-PH-10001949,Cisco,Cisco SPA 501G IP Phone,전화기,Yes,20,0.2,17512.19136,3,233495.8848
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,전자제품,TEC-PH-10001949,Cisco,Cisco SPA 501G IP Phone,전화기,Yes,20,0.2,17512.19136,3,233495.8848
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,전자제품,TEC-PH-10001949,Cisco,Cisco SPA 501G IP Phone,전화기,Yes,20,0.2,17512.19136,3,233495.8848
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-BI-10002215,Wilson Jones,"Wilson Jones Hanging View Binder, White, 1""",바인더,Yes,21,0.2,8076.32384,4,24850.2272
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-BI-10002215,Wilson Jones,"Wilson Jones Hanging View Binder, White, 1""",바인더,Yes,21,0.2,8076.32384,4,24850.2272
수도권,경기도,과천시,대한민국,ZD-21925,황상철,개인고객,2017-09-01,빠른 배송,CA-2017-143336,2017-08-27 오후 2:44:51,사무용품,OFF-BI-10002215,Wilson Jones,"Wilson Jones Hanging View Binder, White, 1""",바인더,Yes,21,0.2,8076.32384,4,24850.2272
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-ST-10000604,Other,Home/Office Personal File Carts,수납제품,Yes,56,0,57028.6464,6,228114.5856
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,사무용품,OFF-PA-10001569,Xerox,Xerox 232,종이류,Yes,57,0,17010.15552,5,35437.824
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,가구,FUR-CH-10003968,Novimex,Novimex Turbo Task Chair,의자,Yes,58,0.1,7763.508480000,5,349357.8816
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,가구,FUR-CH-10003968,Novimex,Novimex Turbo Task Chair,의자,Yes,58,0.1,7763.508480000,5,349357.8816
수도권,경기도,의왕시,대한민국,TB-21055,한민아,개인고객,2019-06-18,특급 배송,CA-2019-111682,2019-06-17 오후 10:36:39,가구,FUR-CH-10003968,Novimex,Novimex Turbo Task Chair,의자,Yes,58,0.1,7763.508480000,5,349357.8816
